hospital_name_raw
รพ.สมเด็จพระยุพราชตะพานหิน (11456)
รพ.สมเด็จพระยุพราชหล่มเก่า (11457)
รพ.สมเด็จพระยุพราชจอมบึง (11458)
รพ.สมเด็จพระยุพราชเวียงสระ (11459)
รพ.สมเด็จพระยุพราชสายบุรี (11460)
รพ.สมเด็จพระยุพราชยะหา (11461)
รพ.กะพ้อ (11464)
รพ.เฉลิมพระเกียรติสมเด็จย่า ๑๐๐ ปี เมืองยาง (11602)
รพ.ลำทะเมนชัย (11608)
รพ.เฉลิมพระเกียรติ (11619)
รพ.เฉลิมพระเกียรติ (11625)
รพ.วชิรบารมี (11631)
รพ.ดอยหล่อ (11643)
รพ.วิภาวดี (11654)
รพ.จุฬาภรณ์ (11660)
สถาบันราชประชาสมาสัย (12252)
รพ.สิรินธร จังหวัดขอนแก่น (12275)
รพ.ราชสาส์น (13747)
รพ.กาบัง (13806)
รพ.เกาะช้าง (13816)
รพ.เขาฉกรรจ์ (13817)
รพ.จะแนะ (13818)
รพ.หลวงพ่อเปิ่น (13819)
รพ.ซำสูง (14132)
รพ.เอราวัณ (14133)
รพ.บึงสามัคคี (14135)
รพ.ศุกร์ศิริศรีสวัสดิ์ (14136)
รพ.ท่าโรงช้าง (14138)
รพ.รัษฎา (14139)
รพ.เจาะไอร้อง (15010)
รพ.สมเด็จพระญาณสังวร (15012)
รพ.พระอาจารย์แบน ธนากโร (21323)
รพ.สระใคร (21356)
รพ.ห้วยกระเจาเฉลิมพระเกียรติ ๘๐ พรรษา (21948)
รพ.๕๐ พรรษา มหาวชิราลงกรณ์ (21984)
รพ.พนมดงรักเฉลิมพระเกียรติ ๘๐ พรรษา (22302)
รพ.พระทองคำเฉลิมพระเกียรติ ๘๐ พรรษา (22456)
รพ.เขาชะเมาเฉลิมพระเกียรติ ๘๐ พรรษา (22734)
รพ.เบญจลักษ์เฉลิมพระเกียรติ ๘๐ พรรษา (23125)
รพ.นาวังเฉลิมพระเกียรติ ๘๐ พรรษา (23367)
รพ.แคนดง (23578)
รพ.วัดจันทร์เฉลิมพระเกียรติ ๘๐ พรรษา (23736)
รพ.ยี่งอเฉลิมพระเกียรติ ๘๐ พรรษา (23771)
รพ.เทพรัตน์นครราชสีมา (23839)
รพ.นิคมพัฒนา (23962)
รพ.นาตาล (24032)
รพ.ศรีนครินทร์(ปัญญานันทภิกขุ) (24673)
รพ.กรงปินัง (24689)
รพ.เฉลิมพระเกียรติ (24692)
รพ.กุดรัง (24704)
รพ.นาเยีย (24821)
รพ.เวียงหนองล่อง (24956)
รพ.กู่แก้ว (25058)
รพ.ประจักษ์ศิลปาคม (25059)
รพ.วังเจ้า (27443)
รพ.บัวลาย (27839)
รพ.สีดา (27840)
รพ.เทพารักษ์ (27841)
รพ.เขวาสินรินทร์ (27842)
รพ.ศรีณรงค์ (27843)
รพ.โนนนารายณ์ (27844)
รพ.สว่างวีระวงศ์ (27967)
รพ.น้ำขุ่น (27968)
รพ.หนองมะโมง (27974)
รพ.เหล่าเสือโก้ก (27976)
รพ.สากเหล็ก (27978)
รพ.บึงนาราง (27979)
รพ.ดงเจริญ (27980)
รพ.ทุ่งเขาหลวง (27988)
รพ.หนองฮี (27990)
รพ.เกาะจันทร์ (28006)
รพ.โกสัมพีนคร (28010)
รพ.พยุห์ (28014)
รพ.โพธิ์ศรีสุวรรณ (28015)
รพ.ศิลาลาด (28016)
รพ.นาคู (28017)
รพ.บ้านด่าน (28020)
รพ.โพธิ์ตาก (28778)
รพ.บางเสาธง (28785)
รพ.มะนัง (28786)
รพ.สามชัย (28791)
รพ.เฝ้าไร่ (28811)
รพ.รัตนวาปี (28815)
รพ.หาดสำราญเฉลิมพระเกียรติ ๘๐ พรรษา (28817)
รพ.วังสมบูรณ์ (28849)
รพ.โคกสูง (28850)
รพ.บ้านคา (28858)
รพ.หนองหิน (28861)
รพ.พิมลราช (28875)
รพ.คลองเขื่อน (31327)
รพ.เฉลิมพระเกียรติ (40491)
รพ.พ่อท่านคล้ายวาจาสิทธิ์ (40492)
รพ.วังยาง (40840)
รพ.ฉลอง (41436)
รพ.หนองปรือ (41701)
รพ.ศูนย์บริการการแพทย์นนทบุรี (41768)
รพ.มกุฏคีรีวัน (77498)
รพ.โคกโพธิ์ไชย (77651)
รพ.เกาะพีพี (77753)
