hospital_name_raw
รพ.ลานสกา (11324)
รพ.สมเด็จพระยุพราชฉวาง (11325)
รพ.พิปูน (11326)
รพ.เชียรใหญ่ (11327)
รพ.ชะอวด (11328)
รพ.ท่าศาลา (11329)
รพ.ทุ่งสง (11330)
รพ.นาบอน (11331)
รพ.ทุ่งใหญ่ (11332)
รพ.ปากพนัง (11333)
รพ.ร่อนพิบูลย์ (11334)
รพ.สิชล (11335)
รพ.ขนอม (11336)
รพ.หัวไทร (11337)
รพ.บางขัน (11338)
รพ.ถ้ำพรรณรา (11339)
รพ.เขาพนม (11340)
รพ.เกาะลันตา (11341)
รพ.คลองท่อม (11342)
รพ.อ่าวลึก (11343)
รพ.ปลายพระยา (11344)
รพ.ลำทับ (11345)
รพ.เหนือคลอง (11346)
รพ.เกาะยาวชัยพัฒน์ (11347)
รพ.กะปงชัยพัฒน์ (11348)
รพ.ตะกั่วทุ่ง (11349)
รพ.บางไทร (11350)
รพ.คุระบุรีชัยพัฒน์ (11352)
รพ.ทับปุด (11353)
รพ.ท้ายเหมืองชัยพัฒน์ (11354)
รพ.ป่าตอง (11355)
รพ.ถลาง (11356)
รพ.กาญจนดิษฐ์ (11357)
รพ.ดอนสัก (11358)
รพ.เกาะพะงัน (11359)
รพ.ไชยา (11360)
รพ.ท่าชนะ (11361)
รพ.คีรีรัฐนิคม (11362)
รพ.บ้านตาขุน (11363)
รพ.พนม (11364)
รพ.ท่าฉาง (11365)
รพ.บ้านนาสาร (11366)
รพ.บ้านนาเดิม (11367)
รพ.เคียนซา (11368)
รพ.พระแสง (11369)
รพ.พุนพิน (11370)
รพ.ชัยบุรี (11371)
รพ.กะเปอร์ (11372)
รพ.กระบุรี (11373)
รพ.สุขสำราญ (11374)
รพ.ปากน้ำชุมพร (11375)
รพ.ท่าแซะ (11376)
รพ.ปะทิว (11377)
รพ.มาบอำมฤต (11378)
รพ.หลังสวน (11379)
รพ.ปากน้ำหลังสวน (11380)
รพ.ละแม (11381)
รพ.พะโต๊ะ (11382)
รพ.สวี (11383)
รพ.ทุ่งตะโก (11385)
รพ.สทิงพระ (11386)
รพ.จะนะ (11387)
รพ.สมเด็จพระบรมราชินีนาถ ณ อำเภอนาทวี (11388)
รพ.เทพา (11390)
รพ.สะบ้าย้อย (11391)
รพ.ระโนด (11392)
รพ.กระแสสินธุ์ (11393)
รพ.รัตภูมิ (11394)
รพ.สะเดา (11395)
รพ.นาหม่อม (11396)
รพ.ควนเนียง (11397)
รพ.ปาดังเบซาร์ (11398)
รพ.บางกล่ำ (11399)
รพ.สิงหนคร (11400)
รพ.คลองหอยโข่ง (11401)
รพ.ควนโดน (11402)
รพ.ควนกาหลง (11403)
รพ.ท่าแพ (11404)
รพ.ละงู (11405)
รพ.ทุ่งหว้า (11406)
รพ.กันตัง (11407)
รพ.ย่านตาขาว (11408)
รพ.ปะเหลียน (11409)
รพ.สิเกา (11410)
รพ.ห้วยยอด (11411)
รพ.วังวิเศษ (11412)
รพ.นาโยง (11413)
รพ.กงหรา (11414)
รพ.เขาชัยสน (11415)
รพ.ตะโหมด (11416)
รพ.ควนขนุน (11417)
รพ.ปากพะยูน (11418)
รพ.ศรีบรรพต (11419)
รพ.ป่าบอน (11420)
รพ.บางแก้ว (11421)
รพ.ป่าพะยอม (11422)
รพ.โคกโพธิ์ (11423)
รพ.หนองจิก (11424)
รพ.ปะนาเระ (11425)
รพ.มายอ (11426)
รพ.ทุ่งยางแดง (11427)
รพ.ไม้แก่น (11428)
รพ.ยะหริ่ง (11429)
รพ.ยะรัง (11430)
รพ.แม่ลาน (11431)
รพ.บันนังสตา (11432)
รพ.ธารโต (11433)
รพ.รามัน (11434)
รพ.ตากใบ (11435)
รพ.บาเจาะ (11436)
รพ.ระแงะ (11437)
รพ.รือเสาะ (11438)
รพ.ศรีสาคร (11439)
รพ.แว้ง (11440)
รพ.สุคิริน (11441)
รพ.สุไหงปาดี (11442)
รพ.สมเด็จพระยุพราชเดชอุดม (11443)
